icode,brand,name,discount,old_price,price,qty,scraped_at
14267987,TCL,65型MiniLED智慧TV,71折,34990,24900,23,2026-08-17 12:30:02
15005565,plain-me,男女款防曬外套YOBI2.0-多色可選,6折,1980,1199,248,2026-08-17 12:30:02
14911216,Durex 杜蕾斯,AIR輕薄幻隱潤滑裝4盒,55折,2196,1211,290,2026-08-17 12:30:02
15227699,BIODERMA,舒敏潔膚液4入,32折,3400,1099,176,2026-08-17 12:30:02
14846302,髮的食譜,洗髮潤髮任選3入組,51折,1467,749,574,2026-08-17 12:30:02
15491289,麥當勞,豬肉滿福堡加蛋+冰美式,52折,110,58,8,2026-08-17 12:30:02
13653142,石頭科技,F25 ACE 高溫洗烘洗地機,37折,28900,10888,43,2026-08-17 12:30:02
14470326,Logitech 羅技,MX Master 4 無線滑鼠,88折,4190,3690,74,2026-08-17 12:30:02
15565407,周大福,9999黃金金元寶1公克,89折,6491,5788,50,2026-08-17 12:30:02
14224016,NEW BALANCENB,2010_復古運動鞋(多款任選),51折,4880,2519,246,2026-08-17 12:30:02
8852892,東元,6-8坪冷暖除溼淨化移動空調,34折,28800,9888,16,2026-08-17 12:30:02
13244428,象印,買1送1超輕量彈蓋保溫杯600ml,35折,3600,1288,130,2026-08-17 12:30:02
14560625,東方哲學家(看漫畫學經典)：限量贈漫畫文件夾（全套三本）,東方哲學家(看漫畫學經典)：限量贈漫畫文件夾（全套三本）,59折,1140,676,155,2026-08-17 12:30:02
9258336,雅漾,活泉水噴霧5入,42折,3250,1388,386,2026-08-17 12:30:02
15429394,SKECHERS,女款 瞬穿舒適健走鞋 (多款選),56折,3190,1790,142,2026-08-17 12:30:02
15479611,Apple,2025 iPad 11 A16/11吋/WiFi/256G,92折,19090,17588,26,2026-08-17 12:30:02
14928291,好自在,無痕早安/奢柔褲36片/安睡褲48片,62折,1598,999,480,2026-08-17 12:30:02
8523226,垣戊,球型旋轉翻炒氣炸鍋,54折,6980,3799,189,2026-08-17 12:30:02
14877086,CeraVe,A醇緊緻精華30ml,65折,2483,1620,196,2026-08-17 12:30:02
5517245,貝恩,嬰兒柔濕巾24包,53折,2480,1329,380,2026-08-17 12:30:02
8133411,大研生醫,德國頂級魚油3入組(60粒/入),37折,6750,2499,130,2026-08-17 12:30:02
8510933,BODYLUV,第二代洗臉台過濾器+洗臉台濾芯6入,48折,1633,790,285,2026-08-17 12:30:02
14645850,健康優見,葉黃素軟膠囊10瓶,43折,4000,1750,182,2026-08-17 12:30:02
15240594,樂高,瑪利歐賽車 路易吉72050,64折,6399,4099,47,2026-08-17 12:30:02
14977067,Lenovo,i5八核商用★螢幕超值組,86折,28900,24900,20,2026-08-17 12:30:02
14851712,我的健康日記,膠原飲96入(蜂王、燕窩 2款任選),76折,5499,4199,150,2026-08-17 12:30:02
12012287,Sheba希寶,鮮饌包主食70g*48入,53折,1872,999,299,2026-08-17 12:30:02
10628502,義美,純豬肉鬆3入組,73折,840,619,401,2026-08-17 12:30:02
13420561,鮮乳坊,100%原味生乳保久乳200mlx24入/箱,79折,989,788,317,2026-08-17 12:30:02
14009210,BRITA,愛奴娜濾水壺組(共1壺13芯),38折,5910,2299,90,2026-08-17 12:30:02
11105954,大成,黃金脆皮雞腿排50片組,42折,5750,2450,113,2026-08-17 12:30:02
11994142,Jo Malone,香水30ml,43折,2900,1249,290,2026-08-17 12:30:02
